레시피명,재료,재료목록
돼지갈비 볶음,"돼지갈비 60g, 굵은소금적당량, 마늘다진것 3g, 생강다진것 2g, 대파 10g, 토마토 25g[양념장] 간장 5g, 물 10g, 식초 2g, 설탕 3g, 통깨 적당량, 참기름 적당량","['돼지갈비', '마늘다진것', '통깨적당량', '생강다진것', '대파', '설탕', '참기름적당량', '굵은소금적당량', '식초']"
미니 그라탕,"사과 50g, 참마 25g, 레몬주스 10g, 건포도 5g, 슬라이스아몬드 5g, 설탕 6g[소스] 참마 25g, 두유 40g, 물엿 5g, 밀가루 3g, 올리브오일 1g, 소금 적당량","['사과', '두유', '밀가루', '소금적당량', '물엿', '레몬주스', '올리브오일', '건포도', '슬라이스아몬드', '참마']"
밀라노 스타일 포크 커틀렛,"돼지등심 60g, 밀가루 4g, 달걀 12g, 빵가루 4.5g, 바질 0.5g, 건타임 0.5g, 버터 0.5g, 식용유 1g, 레몬 5g, 파마산치즈 2g, 소금 적당량, 후추 적당량","['파마산치즈', '밀가루', '버터', '바질', '달걀', '빵가루', '식용유', '레몬', '건타임', '후추적당량', '돼지등심', '소금적당량']"
바지락 볶음면,"바지락살 20g, 칵테일새우 20g, 청고추 5g, 홍고추 5g, 대파 10g, 마늘다진것 3g, 생강다진것 2g, 칼국수면 80g, 식용유 적당량, 물전분 4g[간장소스]멸치육수 50g, 간장 5g, 설탕 5g, 양파즙 5g, 다진 파 5g, 다진 마늘 3g, 참기름 2g, 깨소금 1g, 소금 적당량, 후춧가루 적당량","['칵테일새우', '바지락살', '청고추', '홍고추', '식용유적당량', '다진마늘', '마늘다진것', '깨소금', '소금적당량', '후춧가루적당량', '생강다진것', '양파즙', '참기름', '설탕', '간장', '대파', '칼국수면', '다진파']"
삼색 꽃 화전,"찹쌀가루 60g, 시금치 30g, 치자 5g, 식용꽃 5g, 타임 5g, 설탕 15g, 꿀 20g","['타임', '시금치', '치자', '설탕', '식용꽃', '찹쌀가루']"
알록달록연근튀김,"깐연근 22.18g, 비트 2.12g, 시금치 2.12g, 카레가루 1.52g, 건새우 0.3g, 전분 2.25g, 튀김가루 4.25g, 소금 0.05g, 식물성기름 500ml","['비트', '식물성기름', '튀김가루', '시금치', '깐연근', '소금', '전분', '카레가루', '건새우']"
잎채소튀김,"깻잎 5g, 상추 6g, 배추 7g, 계란 10g, 튀김가루 10g, 콩기름 5g, 얼음","['콩기름', '깻잎', '튀김가루', '얼음', '상추', '계란', '배추']"
포항초사과샐러드,"포항초 20g, 사과 5g, 당근 2g, 양파 2g, 파프리카 1g, 레몬즙(또는 식초) 0.2g, 저염간장 0.4g, 설탕 0.2g","['사과', '양파', '당근', '저염간장', '포항초', '설탕', '파프리카', '레몬즙']"
생선 파피요트,"양파(⅓개), 파프리카(⅓개), 레몬(1개), 방울토마토(4개), 손질된 흰살생선(½마리), 대하(2마리), 바지락(4개), 월계수잎(3장), 타임(4~5줄기), 소금(2g), 후춧가루(1g), 화이트와인(15g), 올리브유(10g)","['양파', '타임', '바지락', '레몬', '손질된흰살생선', '후춧가루', '올리브유', '소금', '월계수잎', '방울토마토', '화이트와인', '파프리카', '대하']"
시금치 후무스,"[ 2인분 ] 대파(15cm), 시금치(1줌=60g), 불린 병아리콩(½컵), 우유(1컵), 올리브유(0.5Ts), 천일염(0.5Ts), 라임즙(0.3Ts), 백후춧가루(약간), 넛맥가루(약간)","['불린병아리콩', '올리브유', '시금치', '천일염', '대파', '우유', '라임즙']"
매생이조랭이떡국,"조랭이떡 140g, 매생이 15g, 굴 30g, 파 5g, 다진 마늘 2g, 국멸치 3g, 국간장 1g, 소금 0.2g, 물 300g","['다진마늘', '국멸치', '조랭이떡', '매생이', '소금', '국간장']"
문어핫바,"문어 50g, 톳 5g, 감자 20g, 당근 5g, 양파 5g, 우리밀가루 20g, 다진 마늘 2g, 후춧가루 0.1g, 토마토케첩 5g, 허니머스터드소스 5g, 현미유 5g","['당근', '양파', '토마토케첩', '문어', '다진마늘', '후춧가루', '우리밀가루', '감자', '현미유']"
매실장아찌와 과매기구이,"과메기 60g, 매실장아찌 15g, 양파 5g, 다진 생강 1g, 마늘 1g 고추장 10g, 양파 5g, 다진 마늘 3g, 다진 파 3g, 간장 2g, 매실액 2g, 고춧가루 1g, 물 15g, 통깨 0.1g, 후춧가루 0.1g","['양파', '과메기', '다진마늘', '다진생강', '통깨', '후춧가루', '마늘고추장', '고춧가루', '매실액', '매실장아찌', '간장', '다진파']"
자색고구마호떡,"찹쌀 30g, 자색고구마 20g, 소금 0.2g, 현미유 3g, 물 17g 황설탕 7g, 검정깨 2g, 땅콩 2g, 호두 2g, 찹쌀가루 0.5g, 계피가루 0.2g,","['검정깨', '찹쌀', '물황설탕', '자색고구마', '호두', '소금', '현미유', '땅콩', '계피가루', '찹쌀가루']"
김치밥그라탕,"밥 180, 배추김치(줄기부분) 30, 양파 20, 생 표고버섯 40, 방울토마토 200, 올리브유 12, 간장 4, 피자치즈(모짜렐라) 30, 다진 실파 5","['배추김치', '양파', '다진실파', '피자치즈', '올리브유', '방울토마토', '간장', '생표고버섯']"
누룽지굴죽,"굴 50, 누룽지 50, 다시마국물(건다시마 2, 물 450), 부추 10, 간장 3, 참기름 2, 파래김 0.5","['부추', '파래김', '참기름', '누룽지', '간장', '다시마국물건다시마']"
콩비지완자탕,"완자: 콩비지 50, 다진 돼지고기(기름기 없는 부위) 25, 깍두기 5, 새우젓 2.5, 계란 5, 감자전분 10, 후추 0.02, 다진 파 4, 다진 마늘 2 국물: 멸치다시마국물(물 300, 건멸치 2.5, 건다시마 2), 청경채 20, 어슷 썬 대파 5, 다진 마늘 1, 국간장 5","['청경채', '다진마늘국물멸치다시마국물물', '건다시마', '다진돼지고기', '다진마늘', '건멸치', '깍두기', '어슷썬대파', '국간장', '후추', '감자전분', '완자콩비지', '새우젓', '계란', '다진파']"
돼지갈비구이와 백김치와인조림,"주재료: 돼지등갈비 200(갈비살 70), 물 500, 된장 2, 대파 10, 생강 3, 올리브유 4, 후추 0.02, 소금 0.38 김치조림: 백김치 60, 적포도주 40, 맛술 15, 꿀 3","['생강', '올리브유', '소금김치조림백김치', '된장', '적포도주', '맛술', '후추', '대파', '주재료돼지등갈비']"
오징어오곡밥순대,"주재료: 오징어 30, 오곡밥 30, 데친 취나물 10, 간장 3, 다진 마늘 2.5, 후추 0.01, 참기름 1 소스: 데쳐서 다진 취나물 5, 청양고추 2, 간장 1.5, 참기름 1, 설탕 1, 다진 마늘 1, 된장 0.75","['데친취나물', '주재료오징어', '다진마늘', '된장', '간장', '청양고추', '참기름', '설탕', '후추', '오곡밥']"
코다리 양념구이,"주재료: 코다리 50, 누룽지가루 7.5, 콩기름 4, 다진 홍고추 2, 다진 실파 2 양념장: 간장 3, 설탕 1.5, 맛술 1.25, 고운 고추가루 1, 간 양파 5, 다진 마늘 1","['다진마늘', '맛술', '누룽지가루', '고운고추가루', '다진홍고추', '설탕', '주재료코다리', '간양파', '콩기름']"
대구버섯구이,"주재료: 대구살 60, 소금 0.3, 흰후추 0.02, 찹쌀가루 12, 새송이버섯 40, 마늘 2, 올리브유 6, 베이비채소 5 소스: 마요네즈 4, 와사비 갠 것1, 레몬즙 2, 후추 0.02","['레몬즙', '올리브유', '흰후추', '소금', '마늘', '새송이버섯', '후추', '주재료대구살', '와사비갠것', '찹쌀가루']"
잔멸치땅콩볶음,"땅콩 10, 잔멸치 10, 맛술 2.5, 올리브유 2, 건홍고추 1, 참기름 1, 콩기름 1, 다진 마늘 1, 굴소스 0.3, 두반장 1, 물엿 6, 통깨 0.5","['두반장', '건홍고추', '잔멸치', '올리브유', '다진마늘', '통깨', '맛술', '물엿', '참기름', '땅콩', '콩기름']"
밥 샌드위치,"맛살 50g, 마요네즈 3g, 오이 25g, 밥 120g, 치즈슬라이스 20g, 검은깨 2g, 소금 적당량","['맛살', '검은깨', '오이', '마요네즈', '치즈슬라이스', '소금적당량']"
버섯을 넣은 가지 라자냐,"돼지고기다진것 12g, 느타리벗서 15g, 표고버섯 10g, 새송이버섯 15g, 가지 15g, 밀가루 6g, 버터 0.5g, 우유 25g, 파마산치즈 3g, 모짜렐라 치즈 7g, 토마토소스 20g, 바질 2g, 오레가노 0.5g, 빵가루 4g","['파마산치즈', '표고버섯', '모짜렐라치즈', '밀가루', '버터', '오레가노', '바질', '빵가루', '가지', '새송이버섯', '돼지고기다진것', '느타리벗서', '우유']"
생선찜 채소말이,"흰살 생선 70g, 죽순 20g, 청피망 15g, 홍피망 15g, 건표고버섯 10g, 전분 5g, 치즈슬라이스 10g, 참기름 적당량, 소금 적당량, 흰후춧가루 적당량[소스] 잣 3g, 물 4g, 설탕 3g, 레몬즙 3g, 간장 2g, 소금적당량","['건표고버섯', '홍피망', '청피망', '흰살생선', '참기름적당량', '설탕', '죽순', '전분', '간장', '레몬즙', '치즈슬라이스', '소금적당량']"
쇠고기말이 쌈밥,"쇠고기살코기 40g, 당근 10g, 오이피클 10g, 양파 15g, 깻잎 10g, 밥 50g, 전분 6g, 식용유 적당량[밥밑간]깨소금 2g, 참기름 2g, 소금 적당량[쇠고기밑간] 간장 2g, 청주 2g, 참기름 1g, 후춧가루 적당량","['당근', '양파', '소금적당량간장', '식용유적당량깨소금', '깻잎', '후춧가루적당량', '오이피클', '참기름', '전분', '청주', '쇠고기살코기']"
스테이크 샐러드,"쇠고기등심 80g, 로메인 30g, 워터크레스 2g, 래디쉬 5g, 방울토마토 10g, 레드어니언 8g, 발사믹식초 4g, 올리브오일 1g, 소금적당량, 통후추 적당량","['워터크레스', '레드어니언', '래디쉬', '방울토마토', '쇠고기등심', '통후추적당량', '올리브오일', '로메인', '소금적당량', '발사믹식초']"
씨앗죽,"쌀 30g, 참깨 3g, 통아몬드 4g, 땅콩 4g, 호박씨 4g, 물 90g, 소금 적당량","['호박씨', '통아몬드', '땅콩', '참깨', '소금적당량']"
오븐에 구운 또띠아 칩과 아보카도 딥,"또띠아 25g, 양파다진것 5g, 할라피뇨다진것 2g, 마늘다진것 3g, 아보카도 12g, 라임주스 3g, 토마토 30g, 소금 적당량","['할라피뇨다진것', '마늘다진것', '아보카도', '양파다진것', '토마토', '또띠아', '라임주스', '소금적당량']"
참치 쇠고기 양상추 쌈,"쇠고기 25g, 밥 60g, 상추 5g, 캔참치 5g[밑간] 후추약간, 달걀흰자 10g, 간장 3g, 설탕 2g, 전분 2g[참치양념] 마요네즈 3g, 양파다진것 3g, 샐러리다진것 2g, 소금적당량, 설탕 적당량, 후춧가루 적당량","['후춧가루적당량', '쇠고기', '샐러리다진것', '상추', '전분마요네즈', '양파다진것', '설탕적당량', '설탕', '달걀흰자', '간장', '소금적당량']"
치킨 쇠고기 땅콩소스 꼬치,"닭가슴살 30g, 쇠고기 등심 30g, 간장 3g, 카레가루 2g, 땅콩버터 3g, 참기름 0.5g, 올리브오일 2g, 설탕 1.5g, 생강다진것 1g","['생강다진것', '참기름', '쇠고기등심', '설탕', '닭가슴살', '땅콩버터', '올리브오일', '간장', '카레가루']"
커리향이 들어간 치킨샐러드 샌드위치,"닭가슴살 20g, 올리브오일 0.5g, 마요네즈 2g, 식빵 40g, 아몬드 3g, 건포도 2g, 카레가루 0.5g, 레몬주스 2g, 바질약간, 소금적당량, 후추적당량","['식빵', '마요네즈', '닭가슴살', '레몬주스', '올리브오일', '후추적당량', '카레가루', '건포도', '아몬드', '소금적당량']"
클럽 샌드위치,"식빵 40g, 마요네즈 2g, 삶은달걀 15g, 양상추 8g, 닭가슴살 13g, 토마토 20g, 치즈슬라이스 4g, 슬라이스햄 4g, 베이컨 4g, 소금적당량, 후추적당량","['식빵', '베이컨', '삶은달걀', '슬라이스햄', '마요네즈', '양상추', '후추적당량', '닭가슴살', '토마토', '치즈슬라이스', '소금적당량']"
토마토 야채 오븐구이,"감자 20g, 고구마 20g, 오릴브오일 2g, 홍피망 15g, 당근 12g, 후추적당량, 소금적당량, 레드어니언 12g, 토마토 25g, 돼지호박 12g, 파마산치즈 2g, 빵가루 5g, 바질약간","['파마산치즈', '당근', '레드어니언', '홍피망', '빵가루', '돼지호박', '감자', '후추적당량', '토마토', '고구마', '소금적당량', '오릴브오일']"
시금치비트무침,"주재료: 시금치(포항초) 30, 적양파 10, 비트 10 드레싱: 발사믹식초 5, 올리고당 3, 올리브유 1, 소금 0.38","['적양파', '올리브유', '주재료시금치', '소금', '올리고당']"
해초탕수,"불린 미역(혹은 물미역) 7, 파래(생것) 10, 김 1.3, 양파 7, 유자청 15, 물 20, 다진 파 4, 다진 마늘 1, 감자전분 10, 계란 7, 콩기름 4","['양파', '콩기름', '불린미역', '다진마늘', '파래', '감자전분', '유자청', '계란', '다진파']"
호두떡볶이,"호두 15, 올리브유 4, 떡볶이 떡 80, 올리고당 20, 간장 1.5, 검정깨(볶은 것) 0.5","['검정깨', '올리브유', '호두', '올리고당', '떡볶이떡', '간장']"
죽순콩나물밥,"주재료: 쌀 90, 콩나물 30, 삶은 죽순 40, 녹차 우린 물 90 양념장: 간장 4, 고춧가루 0.5, 설탕 1, 깨소금 0.5, 다진파 2.5, 다진마늘 1.25, 청양고추 2.5, 홍고추 1.25, 맛술 3.75, 참기름 1","['삶은죽순', '홍고추', '주재료쌀', '깨소금', '다진마늘', '맛술', '청양고추', '참기름', '설탕', '다진파', '콩나물', '고춧가루']"
멍게비빔밥,"비빔밥: 쌀밥 210, 멍게살 50, 부추 10, 무순 5, 김 0.5, 참기름 4, 통깨 1.5 양념장: 고추장 5, 설탕 1, 레몬즙 3, 간 양파 3, 매실액 3","['멍게살', '부추', '매실액', '참기름', '무순', '설탕', '비빔밥쌀밥', '레몬즙', '간양파']"
키조개샤브샤브,"주재료: 키조개관자 60, 당근 10, 참나물 10, 애호박 10, 표고버섯 20, 느타리버섯 30, 팽이버섯 30, 다시마 국물 200(물 300, 다시마 1, 대파 5) 소스: 간장 4.5, 사과식초 2.5, 올리고당 3.5","['주재료키조개관자', '표고버섯', '당근', '팽이버섯', '다시마국물물', '다시마', '사과식초', '올리고당', '참나물', '애호박', '느타리버섯']"
가자미쑥국,"가자미 50, 모시조개 15, 쑥 20, 물 200, 된장 9, 대파 4, 들깨가루 6","['된장', '모시조개', '가자미', '대파', '들깨가루']"
달래바싹불고기,"주재료: 쇠고기등심 60, 달래 5, 올리브유 5 양념장: 간장 4, 설탕 3, 다진 양파 15, 다진 마늘 2, 후추 0.01","['주재료쇠고기등심', '다진마늘', '설탕', '후추', '다진양파', '달래']"
오리고기곰피쌈,"주재료: 오리고기 50g, 곰피 20g, 무순 10g, 올리브유 4 소스: 오미자 액기스 1g, 고추장 6g, 설탕 2g, 식초 2.5g, 물 2.5g","['곰피', '고추장', '무순', '설탕', '식초', '주재료오리고기']"
바지락수제비볶음,"주재료: 밀가루 50, 물 25, 바지락 100(바지락살 50), 양파 20, 마늘 5, 청양고추 5, 실파 5, 콩기름 4, 맛술 5, 참기름 2 양념장: 물 25, 굴소스 1.5, 간장 1, 매실액 1.5, 피쉬소스 1","['양파', '바지락', '주재료밀가루', '맛술', '마늘', '매실액', '청양고추', '실파', '간장', '콩기름']"
민들레무침,"주재료: 민들레 15, 양파 10 양념: 고춧가루 1.25, 깨소금 1, 소금 0.25, 다진 파 1.25, 다진 마늘 0.5, 매실액 4.5","['깨소금', '다진마늘', '주재료민들레', '소금', '매실액', '양파양념고춧가루', '다진파']"
취나물들깨무침,"참취 70g, 간장 1.5g, 소금 0.5g, 다진 파 2.25g, 다진 마늘 1g, 들기름 3g, 거피들깨가루 6g","['참취', '다진마늘', '소금', '들기름', '거피들깨가루', '간장', '다진파']"
토마토소박이,"주재료: 토마토 70, 영양부추 5, 적양파 8 양념: 까나리액젓 2.5, 고춧가루 0.6, 소금 0.5, 통깨 1, 설탕 2","['적양파양념까나리액젓', '주재료토마토', '통깨', '소금', '영양부추', '설탕', '고춧가루']"
풋마늘오징어김치,"주재료: 풋마늘 20, 물 200, 건오징어 5 양념: 밀가루 1.25, 물 20, 소금 0.25, 고춧가루 0.6, 새우젓 0.75, 멸치액젓 0.2g, 설탕 1, 통깨 0.5, 생강즙 0.25","['건오징어양념밀가루', '멸치액젓', '통깨', '주재료풋마늘', '소금', '생강즙', '설탕', '새우젓', '고춧가루']"
절편꽃말이떡,"절편 35, 거피녹두 12.5, 물 200, 다진 호두 2, 진달래꽃 2.5, 설탕 2, 소금 0.2","['거피녹두', '절편', '다진호두', '진달래꽃', '소금', '설탕']"
가지볶음,"가지 70g, 생강 0.5g, 고추장 2g, 물엿 2g, 통깨 0.5g, 들기름 2g","['생강', '통깨', '고추장', '물엿', '가지', '들기름']"
고등어 강정,"고등어 35g, 전분 5g, 땅콩 1g, 튀김기름 5g [고등어 밑 양념]생강즙 1g, 청주 2g, 소금적당량, 후춧가루 적당량[조림장]간장 1g, 고추장 3g, 토마토케첩 3g, 설탕 1g, 물엿 3g, 물 5g","['튀김기름생강즙', '후춧가루적당량간장', '토마토케첩', '고추장', '고등어', '물엿', '설탕', '전분', '땅콩', '청주', '소금적당량']"
꽃게볶음,"꽃게 70g, 청주 2g, 전분 3g, 실파 5g, 참기름 2g, 건고추 3g, 마늘다진것 3g, 생강다진것 2g, 소금적당량, 후춧가루적당량 [양념장]간장 2g, 청주 2g, 설탕 3g, 물 3g","['건고추', '전분', '마늘다진것', '생강다진것', '참기름', '실파', '설탕', '꽃게', '청주', '소금적당량']"
